left_business_id,left_name,left_category,left_latitude,left_longitude,left_measurement_area,left_rating,left_review_count,left_price_level,left_is_open,left_success_score,left_env_sensitivity,left_env_bonus,left_business_success_score,left_performance_category,left_distance_from_center,left_location_grid,left_quadrant,left_category_rating_mean,left_category_rating_std,left_category_rating_count,left_category_rating_relative,left_category_review_count_mean,left_category_review_count_std,left_category_review_count_count,left_category_review_count_relative,left_rating_rank,left_rating_percentile,left_rating_quartile,left_rating_zscore,left_review_count_rank,left_review_count_percentile,left_review_count_quartile,left_review_count_zscore,left_business_success_score_rank,left_business_success_score_percentile,left_business_success_score_quartile,left_business_success_score_zscore,left_rating_volume_score,right_timestamp,right_latitude,right_longitude,right_street_name,right_temperature_celsius,right_humidity_percent,right_wind_speed_ms,right_air_quality_index,right_data_source,right_comfort_index,right_environmental_comfort_index,right_comfort_category,right_hour,right_day_of_week,right_month,right_quarter,right_is_weekend,right_is_business_hours,right_is_morning_rush,right_is_evening_rush,right_distance_from_center,right_location_grid,right_quadrant,right_heat_index,right_pollution_dispersion,spatial_distance_meters,join_type
BIZ_00011,Cafe #11,cafe,40.759885265836864,-73.98625426376185,Central Park Commercial Zone,4.1,107,2,True,0.814,0.9,0.27,0.836,Excellent,5667.434733039163,68,3,4.266666666666667,0.324037034920393,9,-0.5143444840006253,81.0,21.742814905158898,9,1.1957973289775385,7.0,0.6451612903225806,Q3,0.19003450905501326,6.0,0.8064516129032258,Q4,0.9144035418028467,9.0,0.7419354838709677,Q3,0.6581927366220196,19.1967380312093,2025-05-29 07:55:14.461589,40.7589,-73.9851,Central Park Commercial Zone,20.4,53.0,0.9,54,multi_api_simulation,0.838,0.81,Excellent,7,3,5,2,0,0,1,0,5618.420455963907,68,3,31.211999999999996,54.0,146.5,nearest_neighbor
BIZ_00012,Restaurant #12,restaurant,40.75136344143329,-73.99342586563621,Broadway Theater District,3.9,72,2,True,0.756,0.8,-0.16,0.796,Good,4502.343723934845,57,2,3.94,0.2716206504995115,10,-0.14726420268045837,100.0,20.564262420249577,10,-1.3615854249560935,9.0,0.3709677419354839,Q2,-0.345517289190937,15.0,0.46774193548387094,Q2,-0.1639962873885542,18.0,0.45161290322580644,Q2,0.05273354269671986,16.732791820478724,2025-05-29 07:55:14.562669,40.7505,-73.9934,Broadway Theater District,27.1,69.6,1.2,75,multi_api_simulation,0.582,0.59,Fair,7,3,5,2,0,0,1,0,4412.232547135611,57,3,45.961600000000004,57.69230769230769,95.9,nearest_neighbor
BIZ_00013,Pharmacy #13,pharmacy,40.750822618411185,-73.99334005326308,Broadway Theater District,3.8,21,1,True,0.65,0.3,-0.06,0.682,Good,4448.308571172026,57,3,4.166666666666667,0.47258156262526085,3,-0.775880161026549,32.0,13.45362404707371,3,-0.8176235602641482,10.0,0.24193548387096775,Q1,-0.6132931883139128,24.0,0.06451612903225806,Q1,-1.7353788956388811,29.0,0.06451612903225806,Q1,-1.6728251599903876,11.7459613227616,2025-05-29 07:55:14.562669,40.7505,-73.9934,Broadway Theater District,27.1,69.6,1.2,75,multi_api_simulation,0.582,0.59,Fair,7,3,5,2,0,0,1,0,4412.232547135611,57,3,45.961600000000004,57.69230769230769,36.2,nearest_neighbor
BIZ_00014,Restaurant #14,restaurant,40.75022456043865,-73.99336467341288,Broadway Theater District,3.5,90,2,True,0.714,0.8,-0.16,0.767,Good,4384.498878744411,57,3,3.94,0.2716206504995115,10,-1.6199062294850404,100.0,20.564262420249577,10,-0.48628050891289054,13.0,0.06451612903225806,Q1,-1.4166208856828388,8.0,0.7096774193548387,Q3,0.39060933905273765,23.0,0.2903225806451613,Q2,-0.3862243728991237,15.788008272808973,2025-05-29 07:55:14.562669,40.7505,-73.9934,Broadway Theater District,27.1,69.6,1.2,75,multi_api_simulation,0.582,0.59,Fair,7,3,5,2,0,0,1,0,4412.232547135611,57,3,45.961600000000004,57.69230769230769,30.7,nearest_neighbor
BIZ_00015,Cafe #15,cafe,40.750489862702295,-73.99161345861019,Broadway Theater District,3.8,66,2,True,0.734,0.9,-0.18,0.781,Good,4477.99138521313,57,3,4.266666666666667,0.324037034920393,9,-1.4401645552017486,81.0,21.742814905158898,9,-0.6898830744101184,10.0,0.24193548387096775,Q1,-0.6132931883139128,17.0,0.3870967741935484,Q2,-0.34886482953565146,21.0,0.3548387096774194,Q2,-0.1743136550252682,15.97783195368567,2025-05-29 07:55:14.562669,40.7505,-73.9934,Broadway Theater District,27.1,69.6,1.2,75,multi_api_simulation,0.582,0.59,Fair,7,3,5,2,0,0,1,0,4412.232547135611,57,3,45.961600000000004,57.69230769230769,150.9,nearest_neighbor
BIZ_00016,Restaurant #16,restaurant,40.749903381717075,-73.99246255613963,Broadway Theater District,3.9,107,2,True,0.79,0.8,-0.16,0.816,Excellent,4384.04097146293,57,1,3.94,0.2716206504995115,10,-0.14726420268045837,100.0,20.564262420249577,10,0.34039635623902337,9.0,0.3709677419354839,Q2,-0.345517289190937,6.0,0.8064516129032258,Q4,0.9144035418028467,13.0,0.6129032258064516,Q3,0.35546313965936893,18.260311785784456,2025-05-29 07:55:14.562669,40.7505,-73.9934,Broadway Theater District,27.1,69.6,1.2,75,multi_api_simulation,0.582,0.59,Fair,7,3,5,2,0,0,1,0,4412.232547135611,57,3,45.961600000000004,57.69230769230769,103.2,nearest_neighbor
BIZ_00017,Retail #17,retail,40.7487703108585,-73.99353251047812,Broadway Theater District,3.7,56,2,True,0.715,0.6,-0.12,0.763,Good,4225.735971285186,57,0,3.775,0.22173557826083432,4,-0.3382406973470355,57.75,14.430869689661812,4,-0.12126781243413287,11.0,0.1774193548387097,Q1,-0.8810690874368873,19.0,0.2903225806451613,Q1,-0.6569790664474803,24.0,0.24193548387096775,Q1,-0.4467702922916538,14.959289690987836,2025-05-29 07:55:14.562669,40.7505,-73.9934,Broadway Theater District,27.1,69.6,1.2,75,multi_api_simulation,0.582,0.59,Fair,7,3,5,2,0,0,1,0,4412.232547135611,57,3,45.961600000000004,57.69230769230769,192.4,nearest_neighbor
BIZ_00018,Pharmacy #18,pharmacy,40.75072538923028,-73.99214705610586,Broadway Theater District,4.0,28,1,True,0.71,0.3,-0.06,0.717,Good,4481.760504280506,57,3,4.166666666666667,0.47258156262526085,3,-0.35267280046661337,32.0,13.45362404707371,3,-0.29731765827787204,8.0,0.532258064516129,Q2,-0.07774139006796127,23.0,0.0967741935483871,Q1,-1.519698929800601,26.0,0.16129032258064516,Q1,-1.1430483653057506,13.469183319945897,2025-05-29 07:55:14.562669,40.7505,-73.9934,Broadway Theater District,27.1,69.6,1.2,75,multi_api_simulation,0.582,0.59,Fair,7,3,5,2,0,0,1,0,4412.232547135611,57,3,45.961600000000004,57.69230769230769,108.7,nearest_neighbor
BIZ_00020,Pharmacy #20,pharmacy,40.728329343424484,-74.07887726940771,Financial District,4.7,47,1,True,0.844,0.3,0.09,0.813,Excellent,8270.994940650568,20,0,4.166666666666667,0.47258156262526085,3,1.1285529614931604,32.0,13.45362404707371,3,1.1149412185420202,1.0,0.9838709677419355,Q4,1.7966899037928676,21.0,0.16129032258064516,Q1,-0.9342818796681261,14.0,0.5806451612903226,Q3,0.3100537001149713,18.194644751267088,2025-05-29 07:55:14.665256,40.7282,-74.0776,Financial District,23.0,86.2,6.7,59,multi_api_simulation,0.526,0.485,Fair,7,3,5,2,0,0,1,0,8129.353856242593,20,0,42.826,8.676470588235293,108.9,nearest_neighbor
BIZ_00021,Cafe #21,cafe,40.72684716677634,-74.0778845301825,Financial District,4.5,116,2,True,0.888,0.9,0.27,0.88,Excellent,8130.102972304113,20,0,4.266666666666667,0.324037034920393,9,0.7200822776008743,81.0,21.742814905158898,9,1.6097271736236096,3.0,0.9032258064516129,Q4,1.2611381055469162,4.0,0.9032258064516129,Q4,1.1917063550234925,2.0,0.967741935483871,Q4,1.3241978499398512,21.429782706589904,2025-05-29 07:55:14.665256,40.7282,-74.0776,Financial District,23.0,86.2,6.7,59,multi_api_simulation,0.526,0.485,Fair,7,3,5,2,0,0,1,0,8129.353856242593,20,0,42.826,8.676470588235293,152.1,nearest_neighbor
BIZ_00022,Cafe #22,cafe,40.728341738875706,-74.07701598944288,Financial District,4.4,62,2,True,0.819,0.9,0.27,0.838,Excellent,8069.338443244225,20,0,4.266666666666667,0.324037034920393,9,0.41147558720050076,81.0,21.742814905158898,9,-0.8738518942528167,4.0,0.8387096774193549,Q4,0.9933622064239417,18.0,0.3548387096774194,Q2,-0.47211052430038297,8.0,0.7741935483870968,Q4,0.6884656963182847,18.229792796122744,2025-05-29 07:55:14.665256,40.7282,-74.0776,Financial District,23.0,86.2,6.7,59,multi_api_simulation,0.526,0.485,Fair,7,3,5,2,0,0,1,0,8129.353856242593,20,0,42.826,8.676470588235293,51.8,nearest_neighbor
BIZ_00023,Restaurant #23,restaurant,40.72880136871059,-74.07840422429031,Financial District,4.4,88,2,True,0.847,0.8,0.24,0.856,Excellent,8230.79445269059,20,0,3.94,0.2716206504995115,10,1.6935383308252714,100.0,20.564262420249577,10,-0.5835366106954687,4.0,0.8387096774193549,Q4,0.9933622064239417,9.0,0.6774193548387096,Q3,0.32898649167037186,6.0,0.8387096774193549,Q4,0.9609223335846704,19.750000026821414,2025-05-29 07:55:14.665256,40.7282,-74.0776,Financial District,23.0,86.2,6.7,59,multi_api_simulation,0.526,0.485,Fair,7,3,5,2,0,0,1,0,8129.353856242593,20,0,42.826,8.676470588235293,95.3,nearest_neighbor
BIZ_00024,Restaurant #24,restaurant,40.728988654298405,-74.07766912414965,Financial District,3.6,113,2,True,0.755,0.8,0.24,0.789,Good,8155.694981504524,20,0,3.94,0.2716206504995115,10,-1.2517457227838946,100.0,20.564262420249577,10,0.6321646615867578,12.0,0.11290322580645161,Q1,-1.1488449865598631,5.0,0.8709677419354839,Q4,1.099272083949944,19.0,0.41935483870967744,Q2,-0.05322181624020789,17.050314414220185,2025-05-29 07:55:14.665256,40.7282,-74.0776,Financial District,23.0,86.2,6.7,59,multi_api_simulation,0.526,0.485,Fair,7,3,5,2,0,0,1,0,8129.353856242593,20,0,42.826,8.676470588235293,87.8,nearest_neighbor
BIZ_00025,Cafe #25,cafe,40.7834826438314,-73.9713954337346,Upper East Side Commercial,4.0,72,2,True,0.767,0.9,0.09,0.806,Excellent,8735.574574327014,99,3,4.266666666666667,0.324037034920393,9,-0.8229511744009989,81.0,21.742814905158898,9,-0.4139298446460711,8.0,0.532258064516129,Q2,-0.07774139006796127,15.0,0.46774193548387094,Q2,-0.1639962873885542,15.0,0.5483870967741935,Q3,0.20409834117804523,17.161837764593564,2025-05-29 07:55:14.767940,40.7831,-73.9712,Upper East Side Commercial,26.6,78.8,1.5,58,multi_api_simulation,0.6,0.589,Fair,7,3,5,2,0,0,1,0,8707.049714455332,99,3,47.5608,36.25,45.6,nearest_neighbor
BIZ_00026,Restaurant #26,restaurant,40.782804224436454,-73.97078904523669,Upper East Side Commercial,3.9,131,2,True,0.805,0.8,0.08,0.827,Excellent,8698.040157533716,99,3,3.94,0.2716206504995115,10,-0.14726420268045837,100.0,20.564262420249577,10,1.5074695776299607,9.0,0.3709677419354839,Q2,-0.345517289190937,2.0,0.967741935483871,Q4,1.6538777103912357,10.0,0.7096774193548387,Q3,0.5219644179888268,19.042927498086843,2025-05-29 07:55:14.767940,40.7831,-73.9712,Upper East Side Commercial,26.6,78.8,1.5,58,multi_api_simulation,0.6,0.589,Fair,7,3,5,2,0,0,1,0,8707.049714455332,99,3,47.5608,36.25,47.8,nearest_neighbor
BIZ_00027,Cafe #27,cafe,40.78436764647563,-73.97172199989919,Upper East Side Commercial,4.6,76,2,True,0.861,0.9,0.09,0.868,Excellent,8808.190486423753,99,3,4.266666666666667,0.324037034920393,9,1.0286889680012479,81.0,21.742814905158898,9,-0.22996102480337283,2.0,0.9354838709677419,Q4,1.5289140046698908,14.0,0.5161290322580645,Q2,-0.040750592623822676,3.0,0.9354838709677419,Q4,1.1425600917622607,19.981504940526946,2025-05-29 07:55:14.767940,40.7831,-73.9712,Upper East Side Commercial,26.6,78.8,1.5,58,multi_api_simulation,0.6,0.589,Fair,7,3,5,2,0,0,1,0,8707.049714455332,99,3,47.5608,36.25,147.5,nearest_neighbor
BIZ_00029,Retail #29,retail,40.78466349103823,-73.97083105023685,Upper East Side Commercial,3.7,56,2,True,0.707,0.6,0.06,0.763,Good,8880.843817736613,99,3,3.775,0.22173557826083432,4,-0.3382406973470355,57.75,14.430869689661812,4,-0.12126781243413287,11.0,0.1774193548387097,Q1,-0.8810690874368873,19.0,0.2903225806451613,Q1,-0.6569790664474803,24.0,0.24193548387096775,Q1,-0.4467702922916538,14.959289690987836,2025-05-29 07:55:14.767940,40.7831,-73.9712,Upper East Side Commercial,26.6,78.8,1.5,58,multi_api_simulation,0.6,0.589,Fair,7,3,5,2,0,0,1,0,8707.049714455332,99,3,47.5608,36.25,176.4,nearest_neighbor
BIZ_00030,Restaurant #30,restaurant,40.7841556766858,-73.97197398551134,Upper East Side Commercial,3.9,85,2,True,0.775,0.8,0.08,0.804,Excellent,8774.90086621102,99,3,3.94,0.2716206504995115,10,-0.14726420268045837,100.0,20.564262420249577,10,-0.7294207633693358,9.0,0.3709677419354839,Q2,-0.345517289190937,10.0,0.6451612903225806,Q3,0.23655222059682324,16.0,0.5161290322580645,Q2,0.17382538148178014,17.37195445538868,2025-05-29 07:55:14.767940,40.7831,-73.9712,Upper East Side Commercial,26.6,78.8,1.5,58,multi_api_simulation,0.6,0.589,Fair,7,3,5,2,0,0,1,0,8707.049714455332,99,3,47.5608,36.25,134.2,nearest_neighbor
BIZ_00031,Salon #31,salon,40.78242421654328,-73.96921601690826,Upper East Side Commercial,4.3,71,2,False,0.811,0.5,0.05,0.695,Good,8740.566665296086,99,3,4.1,0.2,3,0.9999999500000034,59.333333333333336,10.408329997330663,3,1.1208970755586867,5.0,0.7580645161290323,Q3,0.7255863073009647,16.0,0.41935483870967744,Q2,-0.19480771107973707,28.0,0.0967741935483871,Q1,-1.4760509219646663,18.38966431176904,2025-05-29 07:55:14.767940,40.7831,-73.9712,Upper East Side Commercial,26.6,78.8,1.5,58,multi_api_simulation,0.6,0.589,Fair,7,3,5,2,0,0,1,0,8707.049714455332,99,3,47.5608,36.25,183.5,nearest_neighbor
